SectorANZSIC,Sector,SectorGroup,Fuel,FuelGroup,Technology,TechnologyGroup,EndUse,EndUseGroup,Transport,Period,PeriodEndDate,TJ
O76,Defence,Commercial,Electricity,Electricity,Heat Pump (for Heating),Heat/Cooling Devices,"Low Temperature Heat (<100 C), Space Heating",Heating/Cooling,Non-Transport,2022,31/12/2022,87.418032
O76,Defence,Commercial,Electricity,Electricity,Resistance Heater,Heat/Cooling Devices,"Low Temperature Heat (<100 C), Space Heating",Heating/Cooling,Non-Transport,2022,31/12/2022,198.559845
"A0112-A0113, A0115, A0121, A0123, A013-A015, A017-A019, A02, A05",Non-Dairy Agriculture,"Agriculture, Forestry and Fishing",Petrol,Fossil Fuels,Internal Combustion Engine (Land Transport),Mobile Motors,"Motive Power, Mobile",Mobile Motive Power,Non-Transport,2022,31/12/2022,872.006032
"A0112-A0113, A0115, A0121, A0123, A013-A015, A017-A019, A02, A05",Non-Dairy Agriculture,"Agriculture, Forestry and Fishing",Petrol,Fossil Fuels,Stationary Engine,Stationary Motors,"Motive Power, Stationary",Stationary Motive Power,Non-Transport,2022,31/12/2022,6.630992
A016,Dairy Cattle Farming,"Agriculture, Forestry and Fishing",Petrol,Fossil Fuels,Internal Combustion Engine (Land Transport),Mobile Motors,"Motive Power, Mobile",Mobile Motive Power,Non-Transport,2022,31/12/2022,412.38459
A03,Forestry and Logging,"Agriculture, Forestry and Fishing",Petrol,Fossil Fuels,Internal Combustion Engine (Land Transport),Mobile Motors,"Motive Power, Mobile",Mobile Motive Power,Non-Transport,2022,31/12/2022,3.921087
A03,Forestry and Logging,"Agriculture, Forestry and Fishing",Petrol,Fossil Fuels,Stationary Engine,Stationary Motors,"Motive Power, Stationary",Stationary Motive Power,Non-Transport,2022,31/12/2022,0.680927
"C114-C119, C12","Food and Beverage Product Manufacturing (excluding Dairy, Meat, Seafood)",Industrial,Diesel,Fossil Fuels,Boiler Systems,Heat/Cooling Devices,"Intermediate Heat (100-300 C), Process Requirements",Heating/Cooling,Non-Transport,2022,31/12/2022,387.997933
C17-C19,"Petroleum, Basic Chemical and Rubber Product Manufacturing",Industrial,Fuel Oil,Fossil Fuels,Boiler Systems,Heat/Cooling Devices,"High Temperature Heat (>300 C), Process Requirements",Heating/Cooling,Non-Transport,2022,31/12/2022,150.708692
C113,Dairy Product Manufacturing,Industrial,Geothermal,Renewables,Boiler Systems,Heat/Cooling Devices,"Low Temperature Heat (<100 C), Water Heating",Heating/Cooling,Non-Transport,2022,31/12/2022,117.93944
C20,Non-Metallic Mineral Product Manufacturing,Industrial,Coal,Fossil Fuels,Furnace/Kiln,Heat/Cooling Devices,"High Temperature Heat (>300 C), Process Requirements",Heating/Cooling,Non-Transport,2022,31/12/2022,2070.632764
P80,"Education and Training: Pre-School, Primary and Secondary",Commercial,Coal,Fossil Fuels,Boiler Systems,Heat/Cooling Devices,"Low Temperature Heat (<100 C), Water Heating",Heating/Cooling,Non-Transport,2022,31/12/2022,2.024241
P80,"Education and Training: Pre-School, Primary and Secondary",Commercial,Coal,Fossil Fuels,Boiler Systems,Heat/Cooling Devices,"Low Temperature Heat (<100 C), Space Heating",Heating/Cooling,Non-Transport,2022,31/12/2022,125.831391
P81-P82,Education and Training: Tertiary Education and Other Education,Commercial,Coal,Fossil Fuels,Boiler Systems,Heat/Cooling Devices,"Low Temperature Heat (<100 C), Water Heating",Heating/Cooling,Non-Transport,2022,31/12/2022,20.23116
P81-P82,Education and Training: Tertiary Education and Other Education,Commercial,Coal,Fossil Fuels,Boiler Systems,Heat/Cooling Devices,"Low Temperature Heat (<100 C), Space Heating",Heating/Cooling,Non-Transport,2022,31/12/2022,60.587252
C15,"Pulp, Paper and Converted Paper Product Manufacturing",Industrial,Natural Gas,Fossil Fuels,Boiler Systems,Heat/Cooling Devices,"Intermediate Heat (100-300 C), Process Requirements",Heating/Cooling,Non-Transport,2022,31/12/2022,409.412613
C15,"Pulp, Paper and Converted Paper Product Manufacturing",Industrial,Natural Gas,Fossil Fuels,Furnace/Kiln,Heat/Cooling Devices,"High Temperature Heat (>300 C), Process Requirements",Heating/Cooling,Non-Transport,2022,31/12/2022,146.249599
C15,"Pulp, Paper and Converted Paper Product Manufacturing",Industrial,Natural Gas,Fossil Fuels,Burner (Direct Heat),Heat/Cooling Devices,"Low Temperature Heat (<100 C), Process Requirements",Heating/Cooling,Non-Transport,2022,31/12/2022,28.964266
C15,"Pulp, Paper and Converted Paper Product Manufacturing",Industrial,Natural Gas,Fossil Fuels,Burner (Direct Heat),Heat/Cooling Devices,"Low Temperature Heat (<100 C), Space Heating",Heating/Cooling,Non-Transport,2022,31/12/2022,0.072127
C22-C24,"Fabricated Metal Product, Transport Equipment, Machinery and Equipment Manufacturing",Industrial,Natural Gas,Fossil Fuels,Furnace/Kiln,Heat/Cooling Devices,"High Temperature Heat (>300 C), Process Requirements",Heating/Cooling,Non-Transport,2022,31/12/2022,509.117166
J,Information Media and Telecommunications,Commercial,Natural Gas,Fossil Fuels,Internal Combustion Engine (Land Transport),Mobile Motors,"Motive Power, Mobile",Mobile Motive Power,Non-Transport,2022,31/12/2022,25.020696
P80,"Education and Training: Pre-School, Primary and Secondary",Commercial,Natural Gas,Fossil Fuels,Hot Water Cylinder,Heat/Cooling Devices,"Low Temperature Heat (<100 C), Water Heating",Heating/Cooling,Non-Transport,2022,31/12/2022,9.879274
P80,"Education and Training: Pre-School, Primary and Secondary",Commercial,Natural Gas,Fossil Fuels,Boiler Systems,Heat/Cooling Devices,"Low Temperature Heat (<100 C), Space Heating",Heating/Cooling,Non-Transport,2022,31/12/2022,164.990549
P80,"Education and Training: Pre-School, Primary and Secondary",Commercial,Natural Gas,Fossil Fuels,Burner (Direct Heat),Heat/Cooling Devices,"Low Temperature Heat (<100 C), Space Heating",Heating/Cooling,Non-Transport,2022,31/12/2022,130.877835
P81-P82,Education and Training: Tertiary Education and Other Education,Commercial,Natural Gas,Fossil Fuels,Hot Water Cylinder,Heat/Cooling Devices,"Low Temperature Heat (<100 C), Water Heating",Heating/Cooling,Non-Transport,2022,31/12/2022,29.488927
P81-P82,Education and Training: Tertiary Education and Other Education,Commercial,Natural Gas,Fossil Fuels,Boiler Systems,Heat/Cooling Devices,"Low Temperature Heat (<100 C), Space Heating",Heating/Cooling,Non-Transport,2022,31/12/2022,143.944834
P81-P82,Education and Training: Tertiary Education and Other Education,Commercial,Natural Gas,Fossil Fuels,Burner (Direct Heat),Heat/Cooling Devices,"Low Temperature Heat (<100 C), Space Heating",Heating/Cooling,Non-Transport,2022,31/12/2022,38.881094
Z001,Residential,Residential,Diesel,Fossil Fuels,Internal Combustion Engine (Recreational Marine),Mobile Motors,"Motive Power, Mobile",Mobile Motive Power,Non-Transport,2022,31/12/2022,2683.57632
Z001,Residential,Residential,LPG,Fossil Fuels,Gas Water Heater,Heat/Cooling Devices,"Low Temperature Heat (<100 C), Water Heating",Heating/Cooling,Non-Transport,2022,31/12/2022,2522.046166
Z001,Residential,Residential,LPG,Fossil Fuels,Burner (Direct Heat),Heat/Cooling Devices,"Low Temperature Heat (<100 C), Space Heating",Heating/Cooling,Non-Transport,2022,31/12/2022,1224.1537
Z001,Residential,Residential,LPG,Fossil Fuels,"Cooking Appliances, Residential Only (Cooktops/Microwaves/Ovens/Uprights)",Heat/Cooling Devices,"Intermediate Heat (100-300 C), Cooking",Heating/Cooling,Non-Transport,2022,31/12/2022,42.37437
C14,Wood Product Manufacturing,Industrial,Wood,Renewables,Boiler Systems,Heat/Cooling Devices,"Intermediate Heat (100-300 C), Process Requirements",Heating/Cooling,Non-Transport,2022,31/12/2022,18924.39294
C15,"Pulp, Paper and Converted Paper Product Manufacturing",Industrial,Wood,Renewables,Boiler Systems,Heat/Cooling Devices,"Intermediate Heat (100-300 C), Process Requirements",Heating/Cooling,Non-Transport,2022,31/12/2022,6872.258226
H,Accommodation and Food Services,Commercial,Diesel,Fossil Fuels,Boiler Systems,Heat/Cooling Devices,"Low Temperature Heat (<100 C), Space Heating",Heating/Cooling,Non-Transport,2022,31/12/2022,33.423557
A03,Forestry and Logging,"Agriculture, Forestry and Fishing",Diesel,Fossil Fuels,Stationary Engine,Stationary Motors,"Motive Power, Stationary",Stationary Motive Power,Non-Transport,2022,31/12/2022,188.417593
"K, L, M, N72","Financing, Insurance, Real Estate and Business Services",Commercial,Diesel,Fossil Fuels,Internal Combustion Engine (Land Transport),Mobile Motors,"Motive Power, Mobile",Mobile Motive Power,Non-Transport,2022,31/12/2022,1316.269636
A04,"Fishing, Hunting and Trapping","Agriculture, Forestry and Fishing",Electricity,Electricity,Refrigeration Systems,Heat/Cooling Devices,Refrigeration,Heating/Cooling,Non-Transport,2022,31/12/2022,135.013888
A04,"Fishing, Hunting and Trapping","Agriculture, Forestry and Fishing",Electricity,Electricity,Electric Motor,Stationary Motors,"Motive Power, Stationary",Stationary Motive Power,Non-Transport,2022,31/12/2022,6.753106
A04,"Fishing, Hunting and Trapping","Agriculture, Forestry and Fishing",Electricity,Electricity,Electronics,Electronics and Lights,Electronics and Other Electrical Uses,Electronics and Lighting,Non-Transport,2022,31/12/2022,6.753106
A04,"Fishing, Hunting and Trapping","Agriculture, Forestry and Fishing",Electricity,Electricity,Lights,Electronics and Lights,Lighting,Electronics and Lighting,Non-Transport,2022,31/12/2022,20.253959
C13,"Textile, Leather, Clothing and Footwear Manufacturing",Industrial,Electricity,Electricity,Resistance Heater,Heat/Cooling Devices,"Intermediate Heat (100-300 C), Process Requirements",Heating/Cooling,Non-Transport,2022,31/12/2022,79.27076
C13,"Textile, Leather, Clothing and Footwear Manufacturing",Industrial,Electricity,Electricity,Resistance Heater,Heat/Cooling Devices,"Low Temperature Heat (<100 C), Process Requirements",Heating/Cooling,Non-Transport,2022,31/12/2022,29.27567
C13,"Textile, Leather, Clothing and Footwear Manufacturing",Industrial,Electricity,Electricity,Electric Motor,Stationary Motors,"Motive Power, Stationary",Stationary Motive Power,Non-Transport,2022,31/12/2022,177.951917
C13,"Textile, Leather, Clothing and Footwear Manufacturing",Industrial,Electricity,Electricity,Electronics,Electronics and Lights,Electronics and Other Electrical Uses,Electronics and Lighting,Non-Transport,2022,31/12/2022,5.994056
C13,"Textile, Leather, Clothing and Footwear Manufacturing",Industrial,Electricity,Electricity,Lights,Electronics and Lights,Lighting,Electronics and Lighting,Non-Transport,2022,31/12/2022,37.942278
C15,"Pulp, Paper and Converted Paper Product Manufacturing",Industrial,Electricity,Electricity,Refiners,Electronics and Lights,Refiners,Electronics and Lighting,Non-Transport,2022,31/12/2022,402.890672
C15,"Pulp, Paper and Converted Paper Product Manufacturing",Industrial,Electricity,Electricity,Air Compressors,Electronics and Lights,Compressed Air,Electronics and Lighting,Non-Transport,2022,31/12/2022,12.053164
C15,"Pulp, Paper and Converted Paper Product Manufacturing",Industrial,Electricity,Electricity,Fan Systems,Electronics and Lights,Fans,Electronics and Lighting,Non-Transport,2022,31/12/2022,39.923927
C15,"Pulp, Paper and Converted Paper Product Manufacturing",Industrial,Electricity,Electricity,"Pump Systems (for Fluids, etc.)",Stationary Motors,Pumping,Stationary Motive Power,Non-Transport,2022,31/12/2022,147.407616
C15,"Pulp, Paper and Converted Paper Product Manufacturing",Industrial,Electricity,Electricity,Electric Motor,Stationary Motors,"Motive Power, Stationary",Stationary Motive Power,Non-Transport,2022,31/12/2022,118.289673
C15,"Pulp, Paper and Converted Paper Product Manufacturing",Industrial,Electricity,Electricity,Lights,Electronics and Lights,Lighting,Electronics and Lighting,Non-Transport,2022,31/12/2022,7.722505
C15,"Pulp, Paper and Converted Paper Product Manufacturing",Industrial,Electricity,Electricity,Electronics,Electronics and Lights,Electronics and Other Electrical Uses,Electronics and Lighting,Non-Transport,2022,31/12/2022,2.22381
C21,Primary Metal and Metal Product Manufacturing,Industrial,Electricity,Electricity,Electric Furnace,Heat/Cooling Devices,Iron and Steel Manufacturing,Iron and Steel,Non-Transport,2022,31/12/2022,2007.627608
C21,Primary Metal and Metal Product Manufacturing,Industrial,Electricity,Electricity,Electric Motor,Stationary Motors,Iron and Steel Manufacturing,Iron and Steel,Non-Transport,2022,31/12/2022,881.210054
C21,Primary Metal and Metal Product Manufacturing,Industrial,Electricity,Electricity,Refrigeration Systems,Heat/Cooling Devices,Refrigeration,Heating/Cooling,Non-Transport,2022,31/12/2022,266.012426
C21,Primary Metal and Metal Product Manufacturing,Industrial,Electricity,Electricity,Lights,Electronics and Lights,Lighting,Electronics and Lighting,Non-Transport,2022,31/12/2022,93.01579
C21,Primary Metal and Metal Product Manufacturing,Industrial,Electricity,Electricity,Electric Furnace,Heat/Cooling Devices,"High Temperature Heat (>300 C), Process Requirements",Heating/Cooling,Non-Transport,2022,31/12/2022,17954.20937
C21,Primary Metal and Metal Product Manufacturing,Industrial,Electricity,Electricity,Electric Motor,Stationary Motors,"Motive Power, Stationary",Stationary Motive Power,Non-Transport,2022,31/12/2022,1137.273091
C21,Primary Metal and Metal Product Manufacturing,Industrial,Electricity,Electricity,Electronics,Electronics and Lights,Electronics and Other Electrical Uses,Electronics and Lighting,Non-Transport,2022,31/12/2022,227.040132
C21,Primary Metal and Metal Product Manufacturing,Industrial,Electricity,Electricity,Resistance Heater,Heat/Cooling Devices,"Low Temperature Heat (<100 C), Process Requirements",Heating/Cooling,Non-Transport,2022,31/12/2022,10.797815
H,Accommodation and Food Services,Commercial,Electricity,Electricity,Hot Water Cylinder,Heat/Cooling Devices,"Low Temperature Heat (<100 C), Water Heating",Heating/Cooling,Non-Transport,2022,31/12/2022,1007.003164
H,Accommodation and Food Services,Commercial,Electricity,Electricity,Refrigeration Systems,Heat/Cooling Devices,Refrigeration,Heating/Cooling,Non-Transport,2022,31/12/2022,1562.559047
H,Accommodation and Food Services,Commercial,Electricity,Electricity,Heat Pump (for Cooling),Heat/Cooling Devices,Space Cooling,Heating/Cooling,Non-Transport,2022,31/12/2022,219.359368
H,Accommodation and Food Services,Commercial,Electricity,Electricity,Electronics,Electronics and Lights,Electronics and Other Electrical Uses,Electronics and Lighting,Non-Transport,2022,31/12/2022,52.855756
H,Accommodation and Food Services,Commercial,Electricity,Electricity,Lights,Electronics and Lights,Lighting,Electronics and Lighting,Non-Transport,2022,31/12/2022,209.741338
H,Accommodation and Food Services,Commercial,Electricity,Electricity,Cooking Elements,Heat/Cooling Devices,"Intermediate Heat (100-300 C), Cooking",Heating/Cooling,Non-Transport,2022,31/12/2022,413.217444
H,Accommodation and Food Services,Commercial,Electricity,Electricity,Heat Pump (for Heating),Heat/Cooling Devices,"Low Temperature Heat (<100 C), Space Heating",Heating/Cooling,Non-Transport,2022,31/12/2022,149.98592
H,Accommodation and Food Services,Commercial,Electricity,Electricity,Resistance Heater,Heat/Cooling Devices,"Low Temperature Heat (<100 C), Space Heating",Heating/Cooling,Non-Transport,2022,31/12/2022,1167.58169
P80,"Education and Training: Pre-School, Primary and Secondary",Commercial,Electricity,Electricity,Hot Water Cylinder,Heat/Cooling Devices,"Low Temperature Heat (<100 C), Water Heating",Heating/Cooling,Non-Transport,2022,31/12/2022,41.006588
P80,"Education and Training: Pre-School, Primary and Secondary",Commercial,Electricity,Electricity,Refrigeration Systems,Heat/Cooling Devices,Refrigeration,Heating/Cooling,Non-Transport,2022,31/12/2022,2.028778
P80,"Education and Training: Pre-School, Primary and Secondary",Commercial,Electricity,Electricity,Electronics,Electronics and Lights,Electronics and Other Electrical Uses,Electronics and Lighting,Non-Transport,2022,31/12/2022,36.963894
P80,"Education and Training: Pre-School, Primary and Secondary",Commercial,Electricity,Electricity,Lights,Electronics and Lights,Lighting,Electronics and Lighting,Non-Transport,2022,31/12/2022,300.959219
P80,"Education and Training: Pre-School, Primary and Secondary",Commercial,Electricity,Electricity,Resistance Heater,Heat/Cooling Devices,"Low Temperature Heat (<100 C), Space Heating",Heating/Cooling,Non-Transport,2022,31/12/2022,1088.593357
P81-P82,Education and Training: Tertiary Education and Other Education,Commercial,Electricity,Electricity,Hot Water Cylinder,Heat/Cooling Devices,"Low Temperature Heat (<100 C), Water Heating",Heating/Cooling,Non-Transport,2022,31/12/2022,85.535937
P81-P82,Education and Training: Tertiary Education and Other Education,Commercial,Electricity,Electricity,Heat Pump (for Cooling),Heat/Cooling Devices,Space Cooling,Heating/Cooling,Non-Transport,2022,31/12/2022,129.492312
